pl_name,pl_bmasse,pl_rade,pl_orbper,pl_orbsmax,st_mass,st_rad,st_teff,st_met,pl_masse,log_mass,log_radius,log_period,mass_radius_ratio
Kepler-1313 b,3.75,1.76,3.833091178,0.04619,0.92,0.85,5453.0,0.0,3.75,0.5740312677277188,0.24551266781414982,0.5835491499695377,2.1306818181818183
Kepler-1359 b,8.4,2.83,59.4970952,0.26657,0.78,0.72,4709.0,0.11,8.4,0.9242792860618817,0.45178643552429026,1.7744957628813849,2.9681978798586575
Kepler-1360 b,11.5,3.4,40.5286413,0.2866,1.51,1.83,6778.0,0.06,11.5,1.0606978403536116,0.5314789170422551,1.6077620445064738,3.3823529411764706
Kepler-1611 b,0.457,0.81,5.1762429,0.0586,0.94,0.93,5605.0,0.01,0.457,-0.34008379993014975,-0.09151498112135022,0.7140146478102778,0.5641975308641975
Kepler-1463 b,4.12,1.86,25.15864,0.1694,0.96,0.95,5679.0,0.0,4.12,0.6148972160331346,0.26951294421791633,1.4006871607613385,2.21505376344086
Kepler-1543 b,7.8,2.71,6.96710269,0.0867,1.39,1.65,6561.0,0.07,7.8,0.8920946026904804,0.4329692908744057,0.8430522117648945,2.878228782287823
Kepler-1578 b,1.12,1.04,1.450886907,0.0252,0.9,0.86,5545.0,-0.13,1.12,0.04921802267018165,0.01703333929878037,0.16163356159003514,1.076923076923077
Kepler-626 b,5.86,2.29,14.48585199,0.10913,1.01,1.05,5813.0,0.01,5.86,0.7678976160180907,0.359835482339888,1.1609440434592948,2.558951965065502
Kepler-1465 b,3.78,1.77,31.8277111,0.1939,0.75,0.71,4726.0,-0.06,3.78,0.5774917998372253,0.24797326636180664,1.5028054073177444,2.135593220338983
Kepler-1466 b,3.02,1.55,31.1750448,0.17981,1.01,1.02,5884.0,-0.07,3.02,0.48000694295715063,0.1903316981702915,1.4938070862525468,1.9483870967741934
Kepler-1546 b,9.96,3.13,19.5974971,0.1366,0.95,0.93,5623.0,0.01,9.96,0.9982593384236987,0.49554433754644844,1.2922006088529667,3.1821086261980835
Kepler-1548 b,7.46,2.64,124.828679,0.4679,0.99,0.97,5706.0,0.05,7.46,0.8727388274726688,0.42160392686983106,2.0963143746138178,2.8257575757575757
Kepler-1613 b,4.98,2.08,1.5184299,0.02755,1.08,1.12,6005.0,0.01,4.98,0.6972293427597176,0.31806333496276157,0.18139474703076602,2.394230769230769
Kepler-1468 c,1.6,1.15,3.54553021,0.0466,1.04,1.05,5893.0,0.03,1.6,0.2041199826559248,0.06069784035361165,0.5496811901704074,1.3913043478260871
Kepler-1582 b,2.83,1.49,4.83817712,0.0316,0.28,0.3,3208.0,0.48,2.83,0.45178643552429026,0.17318626841227402,0.6846817633294163,1.8993288590604027
Kepler-1469 b,8.25,2.8,21.8635301,0.1466,0.92,0.89,5507.0,0.02,8.25,0.9164539485499251,0.4471580313422192,1.339720284748908,2.9464285714285716
Kepler-633 b,3.29,1.63,8.50340718,0.08185,1.02,1.15,5899.0,-0.05,3.29,0.5171958979499743,0.21218760440395779,0.9295929754770246,2.0184049079754605
Kepler-1550 b,9.38,3.02,225.582809,0.7681,1.07,1.11,5991.0,0.01,9.38,0.9722028383790645,0.48000694295715063,2.3533060002718083,3.1059602649006623
Kepler-1552 b,6.66,2.47,184.771853,0.6011,0.85,0.78,5202.0,-0.07,6.66,0.8234742291703011,0.39269695325966575,2.266635814190334,2.6963562753036436
Kepler-1584 b,3.22,1.61,13.3997099,0.1168,1.1,1.13,6069.0,0.0,3.22,0.5078558716958309,0.20682587603184974,1.1270953961115986,2.0
Kepler-556 b,5.65,2.24,11.72292176,0.09833,1.0,0.98,5740.0,0.03,5.65,0.7520484478194386,0.35024801833416286,1.0690358664691677,2.5223214285714284
Kepler-629 b,2.48,1.38,7.2385854,0.07107,0.93,0.84,5444.0,0.01,2.48,0.3944516808262163,0.13987908640123647,0.8596537025230956,1.7971014492753625
Kepler-630 b,10.2,3.18,161.4743937,0.56201,1.02,1.04,5829.0,0.03,10.2,1.0086001717619175,0.5024271199844327,2.20810366254023,3.2075471698113205
Kepler-1470 b,1.24,1.07,16.2950903,0.116,0.8,0.76,4961.0,-0.01,1.24,0.09342168516223506,0.029383777685209667,1.212056771470881,1.158878504672897
Kepler-1475 b,8.85,2.92,82.177374,0.373,1.18,1.28,6214.0,0.03,8.85,0.9469432706978255,0.4653828514484183,1.9147522591510764,3.030821917808219
Kepler-1476 b,3.43,1.67,10.35863224,0.0932,0.98,0.96,5663.0,0.06,3.43,0.5352941200427705,0.22271647114758325,1.0153024146914922,2.0538922155688626
Kepler-154 f,2.86,1.5,9.91935684,0.08832,0.98,0.98,5769.0,-0.04,2.86,0.456366033129043,0.17609125905568124,0.9964835138987139,1.9066666666666665
Kepler-1165 b,3.02,1.55,9.478522,0.0914,1.13,1.18,6080.0,0.05,3.02,0.48000694295715063,0.1903316981702915,0.9767406224343883,1.9483870967741934
Kepler-1587 b,2.33,1.33,9.4060467,0.08747,1.08,1.22,5933.0,0.07,2.33,0.367355921026019,0.12385164096708581,0.9734071306403346,1.7518796992481203
Kepler-579 b,4.66,2.0,9.66857723,0.0854,0.99,0.96,5636.0,0.13,4.66,0.6683859166900001,0.3010299956639812,0.9853625706061551,2.33
Kepler-1619 b,0.363,0.76,23.6225913,0.15413,1.0,1.0,5852.0,-0.07,0.363,-0.4400933749638875,-0.11918640771920865,1.3733275361887385,0.4776315789473684
Kepler-132 e,1.76,1.18,110.2869374,0.43927,1.03,1.1,6023.0,-0.13,1.76,0.24551266781414982,0.07188200730612536,2.0425240768005937,1.4915254237288136
Kepler-1471 b,2.57,1.41,3.63899398,0.0453,0.95,0.93,5660.0,-0.03,2.57,0.4099331233312945,0.14921911265537988,0.5609813371320053,1.822695035460993
Kepler-1554 b,8.75,2.9,198.088774,0.59527,0.84,0.81,5297.0,-0.1,8.75,0.9420080530223133,0.4623979978989561,2.2968598640897877,3.0172413793103448
Kepler-541 b,11.2,3.36,5.08005848,0.06447,1.41,2.06,6166.0,0.07,11.2,1.0492180226701815,0.526339277389844,0.705868711771147,3.333333333333333
Kepler-1589 b,1.32,1.09,0.991665274,0.0205,1.18,1.25,6166.0,0.08,1.32,0.12057393120584989,0.037426497940623665,-0.003634894565554385,1.2110091743119267
Kepler-1473 b,1.81,1.19,14.4273551,0.11606,1.09,1.09,6046.0,-0.01,1.81,0.2576785748691845,0.07554696139253074,1.15918672120032,1.5210084033613447
Kepler-1472 b,4.27,1.9,38.1312831,0.2322,1.16,1.25,6159.0,0.03,4.27,0.6304278750250238,0.2787536009528289,1.5812814193275424,2.2473684210526312
Kepler-1474 b,5.31,2.16,36.4333452,0.2108,1.04,1.04,5870.0,0.04,5.31,0.725094521081469,0.3344537511509309,1.5614990486836637,2.458333333333333
Kepler-1556 b,4.5,1.96,8.82713457,0.0829,0.97,0.95,5608.0,0.08,4.5,0.6532125137753437,0.292256071356476,0.9458197474735902,2.295918367346939
Kepler-542 b,3.09,1.57,13.14497566,0.10703,0.93,0.9,5526.0,0.02,3.09,0.4899584794248346,0.19589965240923377,1.1187597862782526,1.968152866242038
Kepler-1592 b,2.99,1.54,3.05710069,0.04,1.18,1.28,6213.0,0.04,2.99,0.4756711883244297,0.18752072083646307,0.485309743073892,1.9415584415584417
Kepler-1623 b,2.27,1.31,4.36128348,0.0518,1.0,1.0,5772.0,0.04,2.27,0.35602585719312274,0.11727129565576427,0.6396143163910355,1.732824427480916
Kepler-1622 b,2.76,1.47,10.8118737,0.10136,1.31,1.5,6436.0,0.04,2.76,0.4409090820652177,0.1673173347481761,1.0339009638012495,1.8775510204081631
Kepler-631 b,8.75,2.9,17.97979059,0.14017,1.24,1.33,6185.0,0.23,8.75,0.9420080530223133,0.4623979978989561,1.2547846292138354,3.0172413793103448
Kepler-1477 b,1.76,1.18,11.55530021,0.0911,0.81,0.78,5100.0,-0.06,1.76,0.24551266781414982,0.07188200730612536,1.0627812330563873,1.4915254237288136
Kepler-1478 b,3.64,1.73,26.0840594,0.1681,1.04,1.06,5904.0,0.03,3.64,0.561101383649056,0.2380461031287954,1.4163751805349178,2.1040462427745665
Kepler-1558 b,0.244,0.68,3.50470358,0.04278,0.83,0.79,5101.0,0.0,0.244,-0.6126101736612706,-0.16749108729376366,0.544651292198777,0.35882352941176465
Kepler-1557 b,2.96,1.53,3.74032496,0.049,1.11,1.17,6099.0,0.02,2.96,0.4712917110589386,0.1846914308175988,0.5729093354101156,1.934640522875817
Kepler-544 b,5.14,2.12,21.41616926,0.15482,1.16,1.22,6206.0,0.02,5.14,0.7109631189952758,0.32633586092875144,1.3307417905842518,2.424528301886792
Kepler-1442 b,14.7,3.93,81.4162941,0.40814,1.34,1.44,6394.0,0.26,14.7,1.167317334748176,0.5943925503754267,1.910711330313715,3.7404580152671754
Kepler-1435 b,0.566,0.86,4.45343281,0.05456,1.21,1.32,6356.0,-0.03,0.566,-0.24718356881172862,-0.06550154875643228,0.6486949043970133,0.6581395348837209
Kepler-1559 b,0.299,0.72,0.971915428,0.01835,0.86,0.82,5316.0,-0.04,0.299,-0.5243288116755703,-0.14266750356873156,-0.01237152391208502,0.4152777777777778
Kepler-1596 b,4.27,1.9,66.373379,0.3237,0.95,0.92,5706.0,-0.11,4.27,0.6304278750250238,0.2787536009528289,1.8219939276872401,2.2473684210526312
Kepler-403 d,2.6,1.42,13.61159129,0.12178,1.25,1.45,6209.0,0.16,2.6,0.414973347970818,0.15228834438305647,1.1339089002267,1.830985915492958
Kepler-1443 b,0.871,0.97,2.41811321,0.03783,1.19,1.27,6289.0,0.0,0.871,-0.059981844992336796,-0.01322826573375516,0.3834766295799031,0.8979381443298969
Kepler-1438 b,0.779,0.94,2.31942009,0.0346,0.97,0.96,5530.0,0.2,0.779,-0.10846254232743553,-0.026872146400301365,0.3653794145483023,0.8287234042553192
Kepler-1562 b,12.3,3.55,64.2737752,0.3308,1.02,1.05,5760.0,0.11,12.3,1.089905111439398,0.5502283530550941,1.8080338094852666,3.4647887323943665
Kepler-1561 b,1.32,1.09,1.005207007,0.0194,1.07,1.11,5957.0,0.04,1.32,0.12057393120584989,0.037426497940623665,0.0022555072691540024,1.2110091743119267
Kepler-1598 b,0.809,0.95,4.34195123,0.05207,1.07,1.09,5940.0,0.04,0.809,-0.09205147838772766,-0.022276394711152253,0.6376849410297705,0.8515789473684211
Kepler-1445 b,0.84,0.96,10.60052251,0.09587,1.13,1.26,6150.0,-0.03,0.84,-0.07572071393811836,-0.017728766960431602,1.02532727258713,0.875
Kepler-511 b,33.1,6.35,296.637865,0.85672,1.0,1.2,5770.0,0.01,33.1,1.5198279937757189,0.8027737252919757,2.4722265867158337,5.212598425196851
Kepler-1564 b,2.76,1.47,18.0540381,0.1327,0.93,0.9,5528.0,0.03,2.76,0.4409090820652177,0.1673173347481761,1.256574354629889,1.8775510204081631
Kepler-1563 b,0.347,0.75,3.43276598,0.0442,1.0,0.99,5765.0,0.02,0.347,-0.4596705252091263,-0.12493873660829995,0.5356441975245323,0.4626666666666666
Kepler-1565 b,1.81,1.19,1.538188437,0.0241,0.76,0.73,4940.0,-0.16,1.81,0.2576785748691845,0.07554696139253074,0.18700954231607486,1.5210084033613447
Kepler-1602 b,2.36,1.34,11.17931605,0.09744,1.22,1.36,6296.0,0.02,2.36,0.37291200297010657,0.12710479836480765,1.0484152342483448,1.761194029850746
Kepler-1448 b,3.22,1.61,12.27065865,0.1058,0.95,0.93,5774.0,-0.16,3.22,0.5078558716958309,0.20682587603184974,1.0888678749016816,2.0
Kepler-1449 b,3.46,1.68,13.2274528,0.1176,1.08,1.1,5979.0,0.04,3.46,0.5390760987927766,0.22530928172586284,1.1214762204980941,2.0595238095238098
Kepler-1566 b,0.418,0.79,0.539915238,0.01198,0.84,0.81,5254.0,-0.07,0.418,-0.3788237182249648,-0.10237290870955855,-0.26767441528495733,0.5291139240506328
Kepler-1567 b,7.9,2.73,153.979578,0.552,0.95,0.93,5655.0,-0.03,7.9,0.8976270912904415,0.436162647040756,2.1874631250570284,2.8937728937728937
Kepler-597 b,6.21,2.37,13.02365861,0.10916,0.97,0.95,5683.0,-0.01,6.21,0.7930916001765802,0.37474834601010387,1.1147330035051701,2.620253164556962
Kepler-1603 b,2.21,1.29,2.27163926,0.0351,1.21,1.31,6241.0,0.07,2.21,0.3443922736851107,0.11058971029924898,0.3563393658460846,1.7131782945736433
Kepler-1450 b,3.57,1.71,54.5094166,0.2401,0.71,0.68,4524.0,-0.02,3.57,0.5526682161121932,0.23299611039215382,1.736471533912551,2.087719298245614
Kepler-1451 b,11.2,3.35,35.622233,0.2101,1.0,0.99,5782.0,0.01,11.2,1.0492180226701815,0.5250448070368452,1.5517211399779227,3.343283582089552
Kepler-603 d,2.3,1.32,6.2171292,0.07117,1.01,1.01,5808.0,0.03,2.3,0.36172783601759284,0.12057393120584989,0.7935898926639624,1.7424242424242422
Kepler-605 c,0.566,0.86,2.358951515,0.03336,0.91,0.88,5462.0,0.02,0.566,-0.24718356881172862,-0.06550154875643228,0.37271901465229745,0.6581395348837209
Kepler-1568 b,2.24,1.3,20.925392,0.15157,1.09,1.19,5956.0,0.09,2.24,0.35024801833416286,0.11394335230683679,1.3206736024761598,1.7230769230769232
Kepler-1606 b,4.94,2.07,196.435224,0.6421,0.9,0.86,5422.0,0.01,4.94,0.693726948923647,0.3159703454569177,2.2932193664305465,2.386473429951691
Kepler-1452 b,7.75,2.7,42.913751,0.25764,1.41,2.06,6101.0,0.14,7.75,0.8893017025063102,0.43136376415898736,1.632596476951785,2.8703703703703702
Kepler-1571 b,2.92,1.52,3.38555488,0.04287,1.23,1.39,6297.0,0.04,2.92,0.4653828514484183,0.18184358794477254,0.5296298581239882,1.9210526315789473
Kepler-1570 b,1.24,1.07,26.548955,0.16699,0.92,0.89,5550.0,-0.04,1.24,0.09342168516223506,0.029383777685209667,1.4240474313811307,1.158878504672897
Kepler-1572 b,0.779,0.94,5.49548621,0.05838,0.97,0.95,5618.0,0.08,0.779,-0.10846254232743553,-0.026872146400301365,0.7400061224153265,0.8287234042553192
Kepler-1607 b,0.721,0.92,13.6473676,0.11978,1.14,1.21,6116.0,0.05,0.721,-0.14206473528057098,-0.036212172654444715,1.1350488896885083,0.783695652173913
Kepler-1609 b,5.56,2.22,114.34219,0.4679,1.18,1.27,6132.0,0.1,5.56,0.7450747915820575,0.3463529744506387,2.05820650601545,2.5045045045045042
Kepler-1457 b,4.62,1.99,51.1110243,0.26391,1.01,1.01,5866.0,-0.05,4.62,0.6646419755561255,0.29885307640970665,1.7085145846018863,2.321608040201005
Kepler-1458 b,8.05,2.76,47.9872764,0.24869,0.96,0.94,5653.0,0.02,8.05,0.9057958803678685,0.4409090820652177,1.681126101505302,2.916666666666667
Kepler-217 d,2.3,1.32,3.88689525,0.0534,1.37,1.76,6341.0,0.09,2.3,0.36172783601759284,0.12057393120584989,0.5896028367568201,1.7424242424242422
Kepler-625 c,1.16,1.05,4.1653651,0.05379,1.04,0.96,5789.0,0.1,1.16,0.06445798922691845,0.021189299069938092,0.6196530739219416,1.1047619047619046
Kepler-653 c,0.399,0.78,0.900376476,0.01855,1.02,1.19,5665.0,0.23,0.399,-0.3990271043132517,-0.10790539730951958,-0.04557586026953133,0.5115384615384615
Kepler-1575 b,2.27,1.31,2.55314213,0.0366,0.95,0.92,5667.0,-0.07,2.27,0.35602585719312274,0.11727129565576427,0.407074992068869,1.732824427480916
Kepler-578 b,4.66,2.0,1.616883696,0.0266,0.87,0.83,5334.0,-0.03,4.66,0.6683859166900001,0.3010299956639812,0.2086787818099244,2.33
Kepler-1461 b,4.78,2.03,29.3494775,0.1715,0.79,0.74,4919.0,-0.04,4.78,0.6794278966121189,0.3074960379132129,1.4676003740372392,2.3546798029556655
Kepler-1541 b,1.65,1.16,8.40691199,0.07555,0.86,0.81,5282.0,-0.04,1.65,0.21748394421390627,0.06445798922691845,0.9246365009133658,1.4224137931034484
Kepler-1576 b,1.12,1.04,6.98471973,0.07211,1.05,1.06,5876.0,0.05,1.12,0.04921802267018165,0.01703333929878037,0.8441489842288001,1.076923076923077
Kepler-603 b,7.51,2.65,21.05358596,0.16052,1.01,1.01,5808.0,0.03,7.51,0.8756399370041684,0.42324587393680785,1.3233260778440674,2.8339622641509434
Kepler-640 b,7.08,2.56,22.24813967,0.15418,1.01,0.94,5653.0,0.15,7.08,0.850033257689769,0.4082399653118496,1.3472937022908338,2.765625
Kepler-722 b,7.41,2.63,4.093573252,0.0514,1.03,1.05,5863.0,0.02,7.41,0.8698182079793282,0.41995574848975786,0.6121025662303414,2.817490494296578
Kepler-634 b,4.23,1.89,5.16950177,0.05765,1.03,1.24,6075.0,-0.18,4.23,0.6263403673750424,0.2764618041732441,0.7134486883615386,2.2380952380952386
Kepler-701 b,8.45,2.84,10.35533177,0.0895,0.88,0.84,5343.0,0.0,8.45,0.9268567089496923,0.45331834004703764,1.0151640176256167,2.975352112676056
Kepler-709 b,8.85,2.92,16.08524954,0.1173,0.8,0.77,5071.0,-0.08,8.85,0.9469432706978255,0.4653828514484183,1.2064278027576887,3.030821917808219
Kepler-1625 b,30.6,6.06,287.378949,0.87762,0.96,0.94,5677.0,0.01,30.6,1.4857214264815801,0.7824726241662862,2.4584549521490207,5.04950495049505
Kepler-1501 b,3.05,1.56,14.5564533,0.11592,1.2,1.3,6229.0,0.04,3.05,0.48429983934678583,0.1931245983544616,1.1630555714142894,1.9551282051282048
Kepler-1500 b,1.87,1.2,15.0330105,0.1236,1.0,1.0,5845.0,-0.05,1.87,0.27184160653649897,0.07918124604762482,1.1770459608008252,1.5583333333333336
Kepler-1522 b,3.64,1.73,1.847889171,0.0288,0.96,0.93,5706.0,-0.07,3.64,0.561101383649056,0.2380461031287954,0.26667592041953103,2.1040462427745665
Kepler-702 b,61.8,9.17,10.526294063,0.088,0.9,0.86,5419.0,0.0,61.8,1.7909884750888159,0.9623693356700211,1.022275498319902,6.739367502726281
Kepler-641 b,4.08,1.85,9.48961571,0.0895,1.02,1.13,5713.0,0.15,4.08,0.6106601630898799,0.26717172840301384,0.9772486256616781,2.2054054054054055
Kepler-1626 b,4.74,2.02,4.13962966,0.0537,1.51,1.85,6826.0,0.04,4.74,0.6757783416740851,0.3053513694466238,0.6169614899584339,2.3465346534653464
Kepler-609 b,11.2,3.35,6.521210666,0.0682,1.09,1.14,5971.0,0.06,11.2,1.0492180226701815,0.5250448070368452,0.8143282302033975,3.343283582089552
Kepler-724 b,10.8,3.29,3.314946338,0.0433,0.9,0.86,5437.0,-0.02,10.8,1.0334237554869496,0.5171958979499743,0.5204765024846479,3.2826747720364744
Kepler-1504 b,5.18,2.13,82.304003,0.3704,0.85,0.81,5393.0,-0.17,5.18,0.714329759745233,0.3283796034387377,1.9154209584022253,2.431924882629108
Kepler-1505 b,0.749,0.93,30.8609366,0.18298,0.93,0.86,5686.0,-0.18,0.749,-0.12551818230053352,-0.03151705144606486,1.4894091023505673,0.8053763440860214
Kepler-1524 b,12.3,3.54,70.9674603,0.3392,1.17,1.25,6179.0,0.04,12.3,1.089905111439398,0.5490032620257879,1.8510592634868623,3.4745762711864407
Kepler-495 b,23.8,5.23,3.413036221,0.0427,0.86,0.83,5346.0,-0.07,23.8,1.376576957056512,0.7185016888672743,0.5331408972727666,4.550669216061185
Kepler-710 b,4.19,1.88,4.347285527,0.0524,0.94,0.91,5611.0,-0.04,4.19,0.6222140229662954,0.2741578492636798,0.6382181653181046,2.2287234042553195
Kepler-540 b,7.8,2.71,172.7049784,0.58822,1.02,1.08,5946.0,-0.1,7.8,0.8920946026904804,0.4329692908744057,2.2373048567364577,2.878228782287823
Kepler-1644 b,4.19,1.88,21.0907758,0.142,0.89,0.86,5499.0,-0.1,4.19,0.6222140229662954,0.2741578492636798,1.3240925550577545,2.2287234042553195
Kepler-1507 b,0.52,0.84,16.0506213,0.11946,0.89,0.85,5410.0,-0.03,0.52,-0.28399665636520083,-0.07572071393811836,1.2054918480766665,0.6190476190476191
Kepler-1506 b,2.3,1.32,14.0329154,0.1168,0.95,0.93,5676.0,-0.05,2.3,0.36172783601759284,0.12057393120584989,1.1471479069941566,1.7424242424242422
Kepler-1086 c,8.96,2.94,161.5163345,0.503,0.7,0.66,4350.0,0.06,8.96,0.9523080096621253,0.46834733041215726,2.2082164500385617,3.047619047619048
Kepler-604 b,7.22,2.59,25.85501786,0.1735,1.02,1.03,5890.0,-0.02,7.22,0.8585371975696391,0.4132997640812518,1.4125448421079636,2.787644787644788
Kepler-1627 b,13.2,3.69,7.20283653,0.0643,0.87,0.84,5445.0,-0.1,13.2,1.1205739312058498,0.5670263661590603,0.8575035584772916,3.5772357723577235
Kepler-1510 b,11.2,3.36,84.703921,0.4089,1.19,1.28,6200.0,0.04,11.2,1.0492180226701815,0.526339277389844,1.927903514572141,3.333333333333333
Kepler-1511 b,3.46,1.68,23.2382792,0.1753,1.17,1.29,6064.0,0.14,3.46,0.5390760987927766,0.22530928172586284,1.3662039653011717,2.0595238095238098
Kepler-1526 b,6.48,2.43,3.908632005,0.0418,0.73,0.69,4601.0,-0.01,6.48,0.8115750058705934,0.38560627359831223,0.5920247838318331,2.6666666666666665
Kepler-643 b,321.0083,10.16,16.33889626,0.13485,1.0,2.52,4908.0,0.13,321.0083,2.50651626168088,1.0068937079479006,1.213222715330927,31.595305118110236
Kepler-642 b,8.75,2.9,4.41745855,0.05631,1.4,1.66,6570.0,0.06,8.75,0.9420080530223133,0.4623979978989561,0.645172483115818,3.0172413793103448
Kepler-711 b,11.5,3.41,23.58914398,0.1429,0.84,0.8,5222.0,-0.04,11.5,1.0606978403536116,0.5327543789924978,1.3727121811777636,3.3724340175953076
Kepler-726 b,10.7,3.26,21.80451088,0.1406,0.88,0.85,5452.0,-0.09,10.7,1.0293837776852097,0.5132176000679389,1.3385463490007543,3.2822085889570554
Kepler-401 d,5.77,2.27,184.256405,0.66886,1.17,1.29,6184.0,0.02,5.77,0.7611758131557314,0.35602585719312274,2.265422593452712,2.541850220264317
Kepler-1512 b,1.76,1.18,20.35972599,0.13693,0.73,0.67,4372.0,0.2,1.76,0.24551266781414982,0.07188200730612536,1.308771928781039,1.4915254237288136
Kepler-1528 b,2.73,1.46,1.791110205,0.0296,1.03,1.03,5857.0,0.03,2.73,0.436162647040756,0.1643528557844371,0.2531223083230227,1.86986301369863
Kepler-1529 b,5.06,2.1,5.33905686,0.0525,0.81,0.77,5048.0,-0.03,5.06,0.7041505168397991,0.3222192947339193,0.7274645460410419,2.4095238095238094
Kepler-1388 d,8.55,2.86,20.9568158,0.126,0.63,0.61,4098.0,0.02,8.55,0.9319661147281727,0.456366033129043,1.3213252961770472,2.98951048951049
Kepler-622 b,5.18,2.13,14.28226676,0.0978,0.64,0.61,4201.0,-0.09,5.18,0.714329759745233,0.3283796034387377,1.1547971404397763,2.431924882629108
Kepler-1530 b,3.33,1.64,2.5904434,0.03553,0.92,0.88,5477.0,0.03,3.33,0.5224442335063199,0.21484384804769785,0.4133741075915954,2.030487804878049
Kepler-1530 c,3.36,1.65,5.3227406,0.05744,0.92,0.88,5477.0,0.03,3.36,0.526339277389844,0.21748394421390627,0.7261353016539372,2.0363636363636366
Kepler-1632 b,6.66,2.47,448.303558,0.6762,1.12,1.19,6137.0,0.0,6.66,0.8234742291703011,0.39269695325966575,2.651572185695225,2.6963562753036436
Kepler-1631 b,2.39,1.35,4.09513932,0.0511,0.97,0.95,5679.0,0.04,2.39,0.3783979009481377,0.13033376849500614,0.6122686814024145,1.7703703703703704
Kepler-1534 b,4.23,1.89,5.71668872,0.0599,0.9,0.86,5442.0,-0.01,4.23,0.6263403673750424,0.2764618041732441,0.757144545044987,2.2380952380952386
Kepler-1531 b,1.41,1.11,1.138543376,0.02204,1.16,1.27,6260.0,-0.03,1.41,0.14921911265537988,0.045322978786657475,0.05634958093148671,1.2702702702702702
Kepler-1093 c,4.5,1.96,89.722292,0.41037,1.13,1.2,6166.0,-0.01,4.5,0.6532125137753437,0.292256071356476,1.952900359318402,2.295918367346939
Kepler-714 b,67.6,9.67,8.098887986,0.0832,1.09,1.12,5995.0,0.04,67.6,1.829946695941636,0.9854264740830017,0.908425392372784,6.990692864529472
Kepler-1633 b,3.12,1.58,186.404271,0.3875,1.2,1.32,6256.0,0.02,3.12,0.4941545940184428,0.19865708695442263,2.270455858932566,1.9746835443037976
Kepler-713 b,6.71,2.48,7.411141,0.0748,0.98,0.99,5785.0,-0.03,6.71,0.8267225201689921,0.3944516808262163,0.8698850759761755,2.7056451612903225
Kepler-1480 b,3.43,1.67,22.12679948,0.1525,0.85,0.81,5156.0,0.07,3.43,0.5352941200427705,0.22271647114758325,1.3449186001587985,2.0538922155688626
Kepler-1479 b,4.01,1.83,14.53261362,0.11341,0.99,0.98,5796.0,-0.02,4.01,0.6031443726201823,0.26245108973042947,1.1623437270762935,2.191256830601093
Kepler-1481 b,2.04,1.23,5.94220998,0.059,0.8,0.75,4908.0,0.04,2.04,0.3096301674258988,0.08990511143939793,0.7739479944121158,1.6585365853658538
Kepler-990 c,2.96,1.53,0.538354308,0.01232,1.05,1.08,5948.0,0.01,2.96,0.4712917110589386,0.1846914308175988,-0.268931807301072,1.934640522875817
